event_id,customer_id,account_id,event_date,event_type,user_count,gb_processed,api_calls,feature_name
EVT002247,CUST066,ACC066,2024-06-09,report_create,50,30.33,67,Custom Reports
EVT002248,CUST066,ACC066,2024-08-05,login,23,14.57,4,Data Integration
EVT002249,CUST066,ACC066,2024-06-14,report_create,94,36.58,60,User Management
EVT002250,CUST066,ACC066,2024-04-18,login,89,17.9,2,Data Integration
EVT002251,CUST066,ACC066,2024-09-13,login,31,22.27,98,User Management
EVT002252,CUST066,ACC066,2023-12-10,dashboard_view,91,9.45,84,Predictive Models
EVT002253,CUST066,ACC066,2024-09-29,dashboard_view,71,47.51,9,API Access
EVT002254,CUST066,ACC066,2024-01-01,login,90,10.64,8,Alerts & Notifications
EVT002255,CUST066,ACC066,2024-08-22,login,97,48.25,87,Alerts & Notifications
EVT002256,CUST066,ACC066,2023-12-17,login,63,35.75,4,API Access
EVT002257,CUST066,ACC066,2024-04-23,data_export,15,8.61,60,Advanced Analytics
EVT002258,CUST066,ACC066,2024-09-11,login,68,4.07,66,User Management
EVT002259,CUST066,ACC066,2024-10-09,login,41,12.09,29,Data Export
EVT002260,CUST066,ACC066,2024-01-13,login,90,3.52,22,Advanced Analytics
EVT002261,CUST066,ACC066,2024-01-26,dashboard_view,19,2.85,60,Data Export
EVT002262,CUST066,ACC066,2024-01-04,dashboard_view,30,6.9,95,Custom Reports
EVT002263,CUST066,ACC066,2024-08-20,report_create,37,3.71,69,Advanced Analytics
EVT002264,CUST066,ACC066,2024-03-28,login,48,11.95,26,API Access
EVT002265,CUST067,ACC067,2024-01-07,dashboard_view,41,21.25,61,Custom Reports
EVT002266,CUST067,ACC067,2023-12-24,data_export,54,42.53,41,Advanced Analytics
EVT002267,CUST067,ACC067,2023-11-18,login,86,11.22,8,Predictive Models
EVT002268,CUST067,ACC067,2024-08-19,login,72,43.9,49,User Management
EVT002269,CUST067,ACC067,2023-10-30,dashboard_view,28,17.28,5,Custom Reports
EVT002270,CUST067,ACC067,2024-09-21,login,100,17.63,88,Advanced Analytics
EVT002271,CUST067,ACC067,2024-07-15,report_create,80,23.11,89,Advanced Analytics
EVT002272,CUST067,ACC067,2024-04-15,dashboard_view,64,28.28,67,Analytics Dashboard
EVT002273,CUST067,ACC067,2024-03-30,dashboard_view,39,20.37,32,Data Integration
EVT002274,CUST067,ACC067,2024-08-07,login,40,43.42,34,API Access
EVT002275,CUST067,ACC067,2024-03-22,login,57,37.19,43,Advanced Analytics
EVT002276,CUST067,ACC067,2024-01-23,dashboard_view,94,10.56,63,Analytics Dashboard
EVT002277,CUST067,ACC067,2024-05-16,dashboard_view,52,46.55,34,API Access
EVT002278,CUST067,ACC067,2023-10-27,alert_trigger,71,30.04,45,API Access
EVT002279,CUST067,ACC067,2024-07-18,login,23,33.66,32,Data Export
EVT002280,CUST067,ACC067,2024-05-23,report_create,80,9.81,15,Data Export
EVT002281,CUST067,ACC067,2023-11-18,report_create,96,46.09,76,API Access
EVT002282,CUST067,ACC067,2024-08-13,report_create,30,8.5,48,API Access
EVT002283,CUST067,ACC067,2024-05-07,login,68,3.54,19,Predictive Models
EVT002284,CUST067,ACC067,2024-06-21,login,63,25.51,58,White Label Branding
EVT002285,CUST067,ACC067,2024-09-28,dashboard_view,25,12.27,5,Alerts & Notifications
EVT002286,CUST067,ACC067,2024-03-22,dashboard_view,78,33.51,57,Data Integration
EVT002287,CUST067,ACC067,2024-06-08,report_create,73,39.57,3,Data Export
EVT002288,CUST067,ACC067,2024-05-08,dashboard_view,57,40.96,9,API Access
EVT002289,CUST067,ACC067,2024-02-29,api_call,93,21.33,6424,Data Export
EVT002290,CUST067,ACC067,2024-01-02,dashboard_view,39,29.6,51,User Management
EVT002291,CUST067,ACC067,2024-01-25,login,38,14.15,48,Custom Reports
EVT002292,CUST067,ACC067,2024-02-23,data_export,91,7.38,34,Advanced Analytics
EVT002293,CUST067,ACC067,2023-11-11,login,94,12.59,49,Alerts & Notifications
EVT002294,CUST067,ACC067,2024-09-14,login,86,46.23,3,Custom Reports
EVT002295,CUST067,ACC067,2023-11-18,data_export,89,9.62,28,Predictive Models
EVT002296,CUST067,ACC067,2024-04-27,dashboard_view,37,11.72,73,Advanced Analytics
EVT002297,CUST067,ACC067,2024-10-07,login,17,25.9,77,Analytics Dashboard
EVT002298,CUST067,ACC067,2023-10-22,login,64,24.3,68,Custom Reports
EVT002299,CUST067,ACC067,2024-03-16,dashboard_view,20,27.63,21,White Label Branding
EVT002300,CUST067,ACC067,2024-01-23,data_export,18,12.58,78,Predictive Models
EVT002301,CUST067,ACC067,2024-10-15,dashboard_view,100,12.44,7,Predictive Models
EVT002302,CUST067,ACC067,2024-05-02,data_export,16,41.72,60,User Management
EVT002303,CUST067,ACC067,2023-11-07,login,49,46.79,23,White Label Branding
EVT002304,CUST067,ACC067,2024-01-30,report_create,99,37.7,66,API Access
EVT002305,CUST067,ACC067,2024-06-21,alert_trigger,72,47.25,53,User Management
EVT002306,CUST067,ACC067,2024-04-12,alert_trigger,53,41.56,1,User Management
EVT002307,CUST067,ACC067,2024-08-01,login,96,18.86,36,Custom Reports
EVT002308,CUST067,ACC067,2024-02-27,login,82,34.62,25,Custom Reports
EVT002309,CUST071,ACC071,2023-10-28,login,79,18.93,39,Data Export
EVT002310,CUST071,ACC071,2024-05-03,login,35,44.93,58,Advanced Analytics
EVT002311,CUST071,ACC071,2024-02-29,login,30,41.78,54,Advanced Analytics
EVT002312,CUST071,ACC071,2024-02-10,login,19,22.92,30,Custom Reports
EVT002313,CUST071,ACC071,2024-02-23,api_call,11,7.27,9042,Custom Reports
EVT002314,CUST071,ACC071,2024-04-08,dashboard_view,99,42.35,34,API Access
EVT002315,CUST071,ACC071,2024-06-02,login,79,23.62,65,API Access
EVT002316,CUST071,ACC071,2024-08-12,login,45,34.38,9,Advanced Analytics
EVT002317,CUST071,ACC071,2024-09-10,report_create,15,42.61,86,API Access
EVT002318,CUST071,ACC071,2024-05-08,dashboard_view,97,39.9,17,Analytics Dashboard
EVT002319,CUST071,ACC071,2023-12-27,login,22,32.6,51,User Management
EVT002320,CUST071,ACC071,2024-01-03,dashboard_view,42,8.79,87,White Label Branding
EVT002321,CUST071,ACC071,2024-03-14,dashboard_view,72,41.78,76,Custom Reports
EVT002322,CUST071,ACC071,2023-11-20,login,27,14.98,64,White Label Branding
EVT002323,CUST071,ACC071,2024-04-04,report_create,60,43.45,46,White Label Branding
EVT002324,CUST071,ACC071,2024-07-11,alert_trigger,68,16.14,94,Predictive Models
EVT002325,CUST071,ACC071,2024-08-04,report_create,46,48.1,96,API Access
EVT002326,CUST071,ACC071,2023-11-24,dashboard_view,78,10.35,14,User Management
EVT002327,CUST071,ACC071,2024-06-29,report_create,11,38.62,29,Predictive Models
EVT002328,CUST071,ACC071,2024-06-27,login,81,24.21,8,Predictive Models
EVT002329,CUST071,ACC071,2024-05-24,dashboard_view,79,46.52,51,Predictive Models
EVT002330,CUST071,ACC071,2024-03-21,login,11,40.79,10,Analytics Dashboard
EVT002331,CUST071,ACC071,2024-08-25,login,54,37.01,60,API Access
EVT002332,CUST071,ACC071,2023-12-25,api_call,62,45.86,2319,Data Integration
EVT002333,CUST071,ACC071,2024-09-25,login,56,19.41,93,User Management
EVT002334,CUST071,ACC071,2023-12-14,dashboard_view,33,19.85,37,White Label Branding
EVT002335,CUST071,ACC071,2023-11-01,report_create,11,20.08,20,User Management
EVT002336,CUST071,ACC071,2024-05-30,login,59,2.01,74,Data Export
EVT002337,CUST071,ACC071,2024-05-28,login,26,45.63,2,Custom Reports
EVT002338,CUST071,ACC071,2024-05-02,dashboard_view,39,29.65,29,API Access
EVT002339,CUST071,ACC071,2024-09-02,report_create,19,34.2,37,Advanced Analytics
EVT002340,CUST071,ACC071,2024-02-22,data_export,18,5.54,51,API Access
EVT002341,CUST071,ACC071,2024-09-02,login,38,45.4,77,Data Integration
EVT002342,CUST071,ACC071,2024-08-29,dashboard_view,90,17.3,17,User Management
EVT002343,CUST071,ACC071,2024-06-20,login,52,16.3,90,Custom Reports
EVT002344,CUST071,ACC071,2024-02-01,login,23,15.52,58,User Management
EVT002345,CUST071,ACC071,2024-03-10,login,80,25.35,68,Analytics Dashboard
EVT002346,CUST071,ACC071,2024-04-04,login,78,29.19,66,Data Integration
EVT002347,CUST071,ACC071,2024-05-08,dashboard_view,25,12.82,59,White Label Branding
EVT002348,CUST071,ACC071,2024-07-31,report_create,38,44.07,71,Alerts & Notifications
EVT002349,CUST071,ACC071,2024-09-22,dashboard_view,17,36.67,73,Data Integration
EVT002350,CUST071,ACC071,2024-01-03,dashboard_view,17,9.48,80,Analytics Dashboard
EVT002351,CUST071,ACC071,2024-07-12,data_export,94,42.56,53,Data Integration
EVT002352,CUST071,ACC071,2024-02-07,login,34,21.7,57,Data Export
EVT002353,CUST071,ACC071,2023-11-27,dashboard_view,81,7.08,64,Analytics Dashboard
EVT002354,CUST071,ACC071,2024-07-05,login,53,28.39,23,Data Integration
EVT002355,CUST071,ACC071,2023-12-06,report_create,32,45.22,66,Alerts & Notifications
EVT002356,CUST071,ACC071,2024-09-23,dashboard_view,86,13.72,43,API Access
EVT002357,CUST071,ACC071,2024-03-16,login,57,29.53,67,Predictive Models
EVT002358,CUST071,ACC071,2024-04-20,report_create,69,27.48,46,Analytics Dashboard
EVT002359,CUST071,ACC071,2024-08-16,alert_trigger,75,8.29,62,Data Integration
EVT002360,CUST071,ACC071,2024-03-21,report_create,63,28.56,13,Data Integration
EVT002361,CUST071,ACC071,2024-02-21,login,89,5.89,72,API Access
EVT002362,CUST071,ACC071,2024-09-27,login,84,8.54,33,Data Integration
EVT002363,CUST071,ACC071,2024-03-11,login,51,5.6,54,API Access
EVT002364,CUST071,ACC071,2024-10-17,dashboard_view,16,40.93,36,Data Integration
EVT002365,CUST072,ACC072,2024-07-23,dashboard_view,4,3.17,59,White Label Branding
EVT002366,CUST072,ACC072,2024-03-08,login,18,4.1,8,Data Export
EVT002367,CUST072,ACC072,2023-12-04,dashboard_view,19,4.09,9,Analytics Dashboard
EVT002368,CUST072,ACC072,2024-07-13,login,3,4.18,53,API Access
EVT002369,CUST072,ACC072,2024-09-28,dashboard_view,21,0.97,47,API Access
EVT002370,CUST072,ACC072,2023-11-11,dashboard_view,25,4.21,18,Analytics Dashboard
EVT002371,CUST072,ACC072,2023-11-14,login,26,2.79,20,Custom Reports
EVT002372,CUST072,ACC072,2024-06-09,report_create,9,6.02,22,Alerts & Notifications
EVT002373,CUST072,ACC072,2024-08-20,dashboard_view,18,8.39,20,API Access
EVT002374,CUST072,ACC072,2023-12-22,dashboard_view,12,6.84,81,Custom Reports
EVT002375,CUST072,ACC072,2023-12-30,login,24,4.68,51,White Label Branding
EVT002376,CUST072,ACC072,2023-12-12,login,9,2.47,16,Predictive Models
EVT002377,CUST072,ACC072,2024-02-09,dashboard_view,7,7.49,82,API Access
EVT002378,CUST072,ACC072,2023-11-19,data_export,28,7.79,73,Data Export
EVT002379,CUST072,ACC072,2024-01-17,data_export,8,3.0,52,Advanced Analytics
EVT002380,CUST072,ACC072,2024-09-18,dashboard_view,19,1.01,92,Alerts & Notifications
EVT002381,CUST072,ACC072,2024-07-21,login,12,1.39,57,Analytics Dashboard
EVT002382,CUST072,ACC072,2024-05-03,dashboard_view,17,5.41,64,API Access
EVT002383,CUST072,ACC072,2024-07-13,login,18,7.55,54,White Label Branding
EVT002384,CUST072,ACC072,2023-12-19,dashboard_view,3,1.96,42,Advanced Analytics
EVT002385,CUST072,ACC072,2024-08-20,dashboard_view,8,6.21,59,Data Integration
EVT002386,CUST072,ACC072,2023-10-27,dashboard_view,14,8.06,22,Data Integration
EVT002387,CUST072,ACC072,2024-07-02,alert_trigger,6,0.7,18,Alerts & Notifications
EVT002388,CUST072,ACC072,2024-08-22,report_create,20,8.11,81,Custom Reports
EVT002389,CUST072,ACC072,2024-06-23,alert_trigger,12,7.68,5,User Management
EVT002390,CUST072,ACC072,2024-08-05,dashboard_view,20,0.83,48,API Access
EVT002391,CUST072,ACC072,2024-06-28,login,30,4.35,77,API Access
EVT002392,CUST072,ACC072,2024-05-23,login,16,2.38,41,White Label Branding
EVT002393,CUST073,ACC073,2024-04-07,dashboard_view,26,44.43,2,Custom Reports
EVT002394,CUST073,ACC073,2024-05-20,login,98,36.87,38,Predictive Models
EVT002395,CUST073,ACC073,2024-03-17,data_export,92,8.23,3,Analytics Dashboard
EVT002396,CUST073,ACC073,2024-04-28,login,13,37.98,6,Analytics Dashboard
EVT002397,CUST073,ACC073,2024-02-23,login,88,13.92,63,Custom Reports
EVT002398,CUST073,ACC073,2024-06-18,dashboard_view,45,9.56,5,Advanced Analytics
EVT002399,CUST073,ACC073,2024-02-01,login,47,5.79,52,Data Export
EVT002400,CUST073,ACC073,2023-10-20,login,45,45.19,86,Alerts & Notifications
EVT002401,CUST073,ACC073,2024-03-03,data_export,49,13.19,52,Data Integration
EVT002402,CUST073,ACC073,2024-02-06,report_create,74,39.51,9,Predictive Models
EVT002403,CUST073,ACC073,2024-06-17,login,49,44.84,75,Predictive Models
EVT002404,CUST073,ACC073,2024-05-08,login,37,1.11,21,Data Integration
EVT002405,CUST073,ACC073,2024-04-19,report_create,64,23.08,75,Analytics Dashboard
EVT002406,CUST073,ACC073,2024-09-23,api_call,40,46.38,3929,Predictive Models
EVT002407,CUST073,ACC073,2024-07-17,dashboard_view,70,27.17,55,Custom Reports
EVT002408,CUST073,ACC073,2023-11-11,dashboard_view,48,11.19,84,White Label Branding
EVT002409,CUST073,ACC073,2024-04-10,login,91,24.06,82,API Access
EVT002410,CUST073,ACC073,2023-11-17,login,41,36.52,49,Data Integration
EVT002411,CUST073,ACC073,2023-12-21,data_export,66,47.62,18,Predictive Models
EVT002412,CUST073,ACC073,2024-01-17,report_create,89,35.66,98,User Management
EVT002413,CUST073,ACC073,2023-10-23,dashboard_view,27,11.75,99,API Access
EVT002414,CUST073,ACC073,2024-01-04,login,72,28.68,69,Custom Reports
EVT002415,CUST073,ACC073,2024-10-09,login,94,34.03,50,Analytics Dashboard
EVT002416,CUST073,ACC073,2024-09-08,dashboard_view,17,42.84,78,White Label Branding
EVT002417,CUST073,ACC073,2024-07-02,dashboard_view,38,37.81,81,Alerts & Notifications
EVT002418,CUST073,ACC073,2024-09-17,report_create,36,15.15,60,Advanced Analytics
EVT002419,CUST073,ACC073,2023-11-15,report_create,26,21.43,66,Advanced Analytics
EVT002420,CUST073,ACC073,2024-08-08,dashboard_view,73,7.73,2,Data Integration
EVT002421,CUST073,ACC073,2024-01-12,api_call,58,9.51,139,User Management
EVT002422,CUST073,ACC073,2024-02-01,dashboard_view,51,32.44,71,Predictive Models
EVT002423,CUST073,ACC073,2023-12-08,alert_trigger,96,3.08,60,Custom Reports
EVT002424,CUST073,ACC073,2024-04-27,login,88,32.4,40,API Access
EVT002425,CUST073,ACC073,2024-02-27,alert_trigger,68,16.46,3,White Label Branding
EVT002426,CUST073,ACC073,2024-07-02,login,26,5.28,94,Alerts & Notifications
EVT002427,CUST073,ACC073,2024-08-13,api_call,17,2.96,9190,White Label Branding
EVT002428,CUST073,ACC073,2023-11-29,dashboard_view,31,40.57,38,Analytics Dashboard
EVT002429,CUST073,ACC073,2023-10-25,api_call,49,40.5,8136,Advanced Analytics
EVT002430,CUST073,ACC073,2024-01-16,login,22,45.83,50,User Management
EVT002431,CUST073,ACC073,2023-12-23,dashboard_view,52,10.76,96,Alerts & Notifications
EVT002432,CUST073,ACC073,2024-09-03,login,24,35.33,82,Analytics Dashboard
EVT002433,CUST073,ACC073,2024-01-17,login,96,23.91,18,Predictive Models
EVT002434,CUST073,ACC073,2023-10-30,login,39,8.98,57,User Management
EVT002435,CUST073,ACC073,2023-11-28,data_export,71,24.59,82,Data Integration
EVT002436,CUST073,ACC073,2024-06-30,dashboard_view,69,40.44,57,Data Export
EVT002437,CUST073,ACC073,2024-01-31,api_call,94,40.92,2652,Data Integration
EVT002438,CUST073,ACC073,2024-04-06,report_create,14,43.28,21,Data Export
EVT002439,CUST073,ACC073,2024-07-17,login,62,16.5,78,API Access
EVT002440,CUST073,ACC073,2024-07-16,data_export,55,14.73,42,Analytics Dashboard
EVT002441,CUST073,ACC073,2024-05-17,login,25,38.78,5,Custom Reports
EVT002442,CUST073,ACC073,2024-09-01,dashboard_view,42,29.36,74,Advanced Analytics
EVT002443,CUST073,ACC073,2024-02-06,login,63,28.65,47,Analytics Dashboard
EVT002444,CUST073,ACC073,2024-07-29,dashboard_view,49,1.64,37,Data Integration
EVT002445,CUST073,ACC073,2024-07-24,dashboard_view,79,23.12,78,White Label Branding
EVT002446,CUST073,ACC073,2024-08-14,dashboard_view,66,22.83,26,Analytics Dashboard
EVT002447,CUST073,ACC073,2024-07-02,data_export,47,43.02,13,Custom Reports
EVT002448,CUST073,ACC073,2024-03-10,api_call,62,5.19,440,Data Export
EVT002449,CUST073,ACC073,2024-08-29,dashboard_view,17,31.92,39,Predictive Models
EVT002450,CUST073,ACC073,2024-10-07,api_call,57,27.14,2764,White Label Branding
EVT002451,CUST073,ACC073,2024-07-14,report_create,65,33.1,3,Custom Reports
EVT002452,CUST073,ACC073,2023-11-25,report_create,42,28.57,40,Data Export
EVT002453,CUST073,ACC073,2023-12-27,dashboard_view,28,42.05,55,Advanced Analytics
EVT002454,CUST073,ACC073,2024-06-24,alert_trigger,82,8.65,2,Data Integration
EVT002455,CUST073,ACC073,2024-08-29,report_create,62,43.16,85,Data Integration
EVT002456,CUST073,ACC073,2024-01-31,data_export,29,40.66,23,Analytics Dashboard
EVT002457,CUST073,ACC073,2024-09-25,api_call,85,26.94,2375,User Management
EVT002458,CUST073,ACC073,2024-09-30,dashboard_view,11,30.31,67,Data Export
EVT002459,CUST073,ACC073,2024-03-17,login,62,13.71,48,Analytics Dashboard
EVT002460,CUST073,ACC073,2024-08-19,login,90,15.23,82,Analytics Dashboard
EVT002461,CUST073,ACC073,2023-12-01,login,50,21.33,59,Analytics Dashboard
EVT002462,CUST073,ACC073,2024-01-30,dashboard_view,47,28.29,72,Advanced Analytics
EVT002463,CUST073,ACC073,2024-08-03,login,88,24.24,48,User Management
EVT002464,CUST073,ACC073,2024-07-11,login,41,29.76,11,Data Export
EVT002465,CUST073,ACC073,2024-06-04,report_create,55,33.86,19,Custom Reports
EVT002466,CUST073,ACC073,2024-07-28,dashboard_view,91,33.15,35,White Label Branding
EVT002467,CUST073,ACC073,2024-01-28,data_export,81,18.98,24,Data Export
EVT002468,CUST073,ACC073,2024-04-27,login,52,7.46,26,Alerts & Notifications
EVT002469,CUST073,ACC073,2024-03-04,login,85,5.83,30,Custom Reports
EVT002470,CUST074,ACC074,2024-02-07,api_call,8,4.97,5467,Data Export
EVT002471,CUST074,ACC074,2024-10-02,login,28,8.32,67,Analytics Dashboard
EVT002472,CUST074,ACC074,2024-05-03,login,21,7.95,44,Analytics Dashboard
EVT002473,CUST074,ACC074,2023-12-12,dashboard_view,18,0.53,63,Custom Reports
EVT002474,CUST074,ACC074,2024-02-12,dashboard_view,16,8.27,82,White Label Branding
EVT002475,CUST074,ACC074,2024-07-27,data_export,18,0.36,70,Custom Reports
EVT002476,CUST074,ACC074,2024-06-25,login,22,2.38,69,White Label Branding
EVT002477,CUST074,ACC074,2023-12-20,data_export,3,4.5,9,Data Export
EVT002478,CUST074,ACC074,2024-06-20,dashboard_view,23,4.24,29,User Management
EVT002479,CUST074,ACC074,2024-07-29,login,17,7.64,70,Data Export
EVT002480,CUST074,ACC074,2023-10-23,dashboard_view,21,6.0,90,Analytics Dashboard
EVT002481,CUST074,ACC074,2023-12-31,dashboard_view,28,7.51,56,Custom Reports
EVT002482,CUST074,ACC074,2024-08-01,login,22,3.36,40,Analytics Dashboard
EVT002483,CUST074,ACC074,2024-02-22,report_create,15,7.81,28,User Management
EVT002484,CUST074,ACC074,2024-05-09,login,5,6.93,12,Advanced Analytics
EVT002485,CUST074,ACC074,2024-10-14,login,28,7.12,91,Analytics Dashboard
EVT002486,CUST074,ACC074,2024-09-12,login,5,3.3,60,API Access
EVT002487,CUST074,ACC074,2024-10-01,dashboard_view,26,7.76,44,Analytics Dashboard
EVT002488,CUST074,ACC074,2023-12-23,dashboard_view,5,4.75,3,Custom Reports
EVT002489,CUST074,ACC074,2023-12-01,login,3,0.21,66,Advanced Analytics
EVT002490,CUST074,ACC074,2024-08-07,login,15,3.3,95,API Access
EVT002491,CUST074,ACC074,2024-07-26,login,8,1.61,86,Analytics Dashboard
EVT002492,CUST074,ACC074,2024-07-26,report_create,21,9.41,3,API Access
EVT002493,CUST074,ACC074,2023-10-21,report_create,28,5.76,21,Custom Reports
EVT002494,CUST074,ACC074,2024-10-07,alert_trigger,15,9.28,6,Data Integration
EVT002495,CUST074,ACC074,2023-11-03,login,25,6.42,62,API Access
EVT002496,CUST074,ACC074,2023-11-13,login,8,0.25,94,API Access
EVT002497,CUST074,ACC074,2024-03-02,dashboard_view,26,3.52,54,Alerts & Notifications
EVT002498,CUST074,ACC074,2023-12-30,login,8,2.79,2,Advanced Analytics
EVT002499,CUST074,ACC074,2023-11-10,data_export,11,0.89,79,Predictive Models
EVT002500,CUST074,ACC074,2024-05-03,dashboard_view,17,5.29,92,Predictive Models
EVT002501,CUST075,ACC075,2024-08-05,dashboard_view,93,2.03,22,Data Integration
EVT002502,CUST075,ACC075,2024-01-10,dashboard_view,44,29.42,5,API Access
EVT002503,CUST075,ACC075,2023-12-13,api_call,50,28.45,9339,Advanced Analytics
EVT002504,CUST075,ACC075,2024-05-20,login,53,47.31,32,Alerts & Notifications
EVT002505,CUST075,ACC075,2024-05-12,report_create,43,39.92,88,Analytics Dashboard
EVT002506,CUST075,ACC075,2023-10-22,dashboard_view,78,10.81,43,Custom Reports
EVT002507,CUST075,ACC075,2024-04-22,dashboard_view,51,14.53,90,White Label Branding
EVT002508,CUST075,ACC075,2023-10-20,dashboard_view,69,33.27,19,White Label Branding
EVT002509,CUST075,ACC075,2024-01-01,report_create,77,26.38,93,API Access
EVT002510,CUST075,ACC075,2024-04-01,dashboard_view,20,12.39,75,White Label Branding
EVT002511,CUST075,ACC075,2024-04-06,login,84,31.94,99,Data Integration
EVT002512,CUST075,ACC075,2024-08-26,dashboard_view,52,16.98,14,Predictive Models
EVT002513,CUST075,ACC075,2024-10-10,data_export,54,21.02,85,Data Export
EVT002514,CUST075,ACC075,2024-02-04,data_export,17,36.14,10,Data Integration
EVT002515,CUST075,ACC075,2024-05-01,report_create,58,34.5,74,Alerts & Notifications
EVT002516,CUST075,ACC075,2024-03-18,dashboard_view,58,3.01,87,API Access
EVT002517,CUST075,ACC075,2024-07-11,login,16,11.06,7,Predictive Models
EVT002518,CUST075,ACC075,2024-01-15,report_create,79,12.83,0,Data Export
EVT002519,CUST075,ACC075,2024-02-02,login,80,18.99,16,User Management
EVT002520,CUST075,ACC075,2024-08-23,dashboard_view,58,18.98,67,White Label Branding
EVT002521,CUST075,ACC075,2024-01-01,dashboard_view,72,26.65,91,White Label Branding
EVT002522,CUST075,ACC075,2024-10-05,api_call,65,27.13,4767,Analytics Dashboard
EVT002523,CUST075,ACC075,2023-11-24,login,98,33.4,40,User Management
EVT002524,CUST075,ACC075,2023-11-17,dashboard_view,76,44.48,43,Alerts & Notifications
EVT002525,CUST075,ACC075,2024-04-22,dashboard_view,41,19.11,69,User Management
EVT002526,CUST075,ACC075,2024-09-08,login,15,27.08,65,Data Export
EVT002527,CUST075,ACC075,2024-07-29,report_create,67,11.94,89,Data Export
EVT002528,CUST075,ACC075,2024-06-09,login,54,46.7,41,Custom Reports
EVT002529,CUST075,ACC075,2024-01-29,data_export,46,42.98,46,Predictive Models
EVT002530,CUST075,ACC075,2024-01-07,login,97,26.42,87,Analytics Dashboard
EVT002531,CUST075,ACC075,2023-10-26,login,53,25.83,43,Alerts & Notifications
EVT002532,CUST075,ACC075,2023-11-24,login,94,37.63,44,Predictive Models
EVT002533,CUST075,ACC075,2023-10-24,login,51,34.38,28,Data Integration
EVT002534,CUST075,ACC075,2024-06-18,login,89,21.01,62,Data Export
EVT002535,CUST075,ACC075,2024-04-18,dashboard_view,67,31.49,14,Alerts & Notifications
EVT002536,CUST075,ACC075,2024-02-09,login,64,40.38,64,Analytics Dashboard
EVT002537,CUST075,ACC075,2023-12-02,login,53,28.69,55,API Access
EVT002538,CUST075,ACC075,2024-06-10,login,50,12.85,29,User Management
EVT002539,CUST075,ACC075,2024-03-08,report_create,72,6.48,40,Advanced Analytics
EVT002540,CUST075,ACC075,2024-06-21,login,45,6.1,10,White Label Branding
EVT002541,CUST075,ACC075,2024-01-10,api_call,99,2.26,5505,Alerts & Notifications
EVT002542,CUST075,ACC075,2024-06-22,login,75,40.33,56,Analytics Dashboard
EVT002543,CUST075,ACC075,2024-05-18,dashboard_view,59,16.0,19,Data Export
EVT002544,CUST075,ACC075,2024-07-07,report_create,43,42.43,64,White Label Branding
EVT002545,CUST075,ACC075,2023-11-26,dashboard_view,19,39.08,92,Alerts & Notifications
EVT002546,CUST075,ACC075,2023-12-02,dashboard_view,33,26.81,19,Analytics Dashboard
EVT002547,CUST075,ACC075,2023-11-07,api_call,45,44.2,7558,White Label Branding
EVT002548,CUST075,ACC075,2024-08-02,data_export,11,43.92,99,Alerts & Notifications
EVT002549,CUST075,ACC075,2024-09-27,report_create,67,22.73,17,Data Integration
EVT002550,CUST075,ACC075,2024-03-20,login,54,6.59,11,White Label Branding
EVT002551,CUST075,ACC075,2024-08-12,dashboard_view,29,1.82,22,Analytics Dashboard
EVT002552,CUST075,ACC075,2024-09-13,login,28,3.41,43,Alerts & Notifications
EVT002553,CUST075,ACC075,2023-12-02,alert_trigger,13,12.46,81,User Management
EVT002554,CUST075,ACC075,2024-08-31,dashboard_view,46,40.25,83,White Label Branding
EVT002555,CUST075,ACC075,2024-05-29,api_call,37,8.92,5653,Predictive Models
EVT002556,CUST075,ACC075,2024-02-10,report_create,31,31.21,55,White Label Branding
EVT002557,CUST075,ACC075,2024-08-29,login,10,9.94,11,Analytics Dashboard
EVT002558,CUST075,ACC075,2024-06-16,login,27,9.67,6,Predictive Models
EVT002559,CUST075,ACC075,2023-12-30,login,12,43.77,23,Data Export
EVT002560,CUST075,ACC075,2023-12-12,data_export,92,17.85,62,White Label Branding
EVT002561,CUST075,ACC075,2024-08-19,api_call,58,39.79,5711,Data Integration
EVT002562,CUST075,ACC075,2024-02-24,api_call,64,26.44,3287,User Management
EVT002563,CUST075,ACC075,2024-01-17,report_create,85,15.74,29,Data Integration
EVT002564,CUST075,ACC075,2024-08-20,dashboard_view,20,17.38,46,Data Export
EVT002565,CUST075,ACC075,2024-04-27,login,44,21.09,99,API Access
EVT002566,CUST075,ACC075,2024-09-19,dashboard_view,43,20.72,91,Predictive Models
EVT002567,CUST075,ACC075,2024-03-09,login,12,37.85,1,White Label Branding
EVT002568,CUST075,ACC075,2023-10-22,dashboard_view,89,8.54,12,Analytics Dashboard
EVT002569,CUST075,ACC075,2024-05-27,dashboard_view,30,22.89,61,API Access
EVT002570,CUST075,ACC075,2024-02-08,report_create,80,44.55,95,Alerts & Notifications
EVT002571,CUST075,ACC075,2024-06-12,login,64,48.3,59,White Label Branding
EVT002572,CUST075,ACC075,2023-11-10,data_export,99,23.94,86,Custom Reports
EVT002573,CUST076,ACC076,2023-11-12,login,7,1.28,45,Analytics Dashboard
EVT002574,CUST076,ACC076,2024-05-23,dashboard_view,24,7.14,62,Alerts & Notifications
EVT002575,CUST076,ACC076,2024-01-19,dashboard_view,21,0.55,33,Predictive Models
EVT002576,CUST076,ACC076,2024-08-15,login,11,8.78,69,Custom Reports
EVT002577,CUST076,ACC076,2024-01-16,api_call,11,8.17,8236,Advanced Analytics
